sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00005485,2024-01-25,2024,Q1,January,Malaysia,Asia,Johor Bahru,HomePod mini,Accessories,,White,106.66,7,1,99.19,99.19,MYR,4.71,467.18,Corporate / B2B,Net Banking,Business,55+,,3.5,Kept
APPL-00003815,2022-10-21,2022,Q4,October,Hong Kong,Asia,Tsuen Wan,iPhone 14 Plus,iPhone,128 GB,Blue Titanium,937.42,5,3,890.55,2671.65,HKD,7.82,20892.3,Carrier Store,Apple Pay,Business,18–24,New User,,Kept
APPL-00009975,2024-09-02,2024,Q3,September,Taiwan,Asia,Taichung,iPhone 15 Plus,iPhone,128 GB,Deep Purple,927.4,0,4,927.4,3709.6,TWD,31.8,117965.28,Carrier Store,EMI / Installment,Business,18–24,iOS 17,4.6,Kept
APPL-00000798,2024-10-24,2024,Q4,October,Bangladesh,Asia,Comilla,iPhone 14 Plus,iPhone,256 GB,Deep Purple,844.99,2,6,828.09,4968.54,BDT,110.0,546539.4,Corporate / B2B,Apple Pay,Education,35–44,Other,3.3,Kept
APPL-00003699,2023-12-28,2023,Q4,December,Hong Kong,Asia,Central,iPhone 14 Pro,iPhone,64 GB,Silver,962.94,10,1,866.65,866.65,HKD,7.82,6777.2,Third-Party Retailer,Net Banking,Individual,35–44,iOS 17,,Kept
APPL-00003897,2024-11-01,2024,Q4,November,Hong Kong,Asia,Wan Chai,iPhone 15,iPhone,256 GB,Black,810.43,10,3,729.39,2188.17,HKD,7.82,17111.49,Online (Apple.com),EMI / Installment,Government,35–44,Android,4.5,Returned
APPL-00009017,2023-01-11,2023,Q1,January,South Korea,Asia,Suwon,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Gold,1959.33,3,1,1900.55,1900.55,KRW,1328.0,2523930.4,Third-Party Retailer,Cash,Education,45–54,,3.9,Exchanged
APPL-00003748,2022-07-04,2022,Q3,July,Hong Kong,Asia,Mong Kok,Apple Watch SE (2nd Gen),Apple Watch,,Natural,239.17,7,1,222.43,222.43,HKD,7.82,1739.4,Authorized Reseller,Gift Card,Education,25–34,,,Kept
APPL-00003863,2023-12-08,2023,Q4,December,Hong Kong,Asia,Tuen Mun,iPhone 13 Pro,iPhone,64 GB,Starlight,931.3,0,1,931.3,931.3,HKD,7.82,7282.77,Apple Store,Cash,Education,35–44,iOS 17,4.1,Kept
APPL-00004315,2022-03-07,2022,Q1,March,Indonesia,Asia,Semarang,iPhone 15 Pro Max,iPhone,256 GB,Black,1202.0,0,3,1202.0,3606.0,IDR,15700.0,56614200.0,Authorized Reseller,Apple Pay,Government,55+,New User,4.1,Exchanged
APPL-00008553,2024-09-12,2024,Q3,September,Singapore,Asia,Singapore,iPhone 14 Pro,iPhone,1 TB,Natural Titanium,886.45,0,2,886.45,1772.9,SGD,1.34,2375.69,Apple Store,Apple Pay,Government,55+,iOS 16,3.2,Kept
APPL-00005414,2023-10-01,2023,Q4,October,Malaysia,Asia,George Town,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Gold,2025.51,0,1,2025.51,2025.51,MYR,4.71,9540.15,Third-Party Retailer,Gift Card,Business,55+,,3.4,Kept
APPL-00009801,2022-09-24,2022,Q3,September,Taiwan,Asia,Changhua,Apple Pencil (2nd Gen),Accessories,,Space Gray,130.61,15,1,111.02,111.02,TWD,31.8,3530.44,Third-Party Retailer,Gift Card,Individual,55+,,3.5,Kept
APPL-00008536,2024-07-03,2024,Q3,July,Singapore,Asia,Singapore,Mac Pro (M2 Ultra),Mac,256 GB SSD,Space Gray,6742.26,0,5,6742.26,33711.3,SGD,1.34,45173.14,Carrier Store,Cash,Government,45–54,,5.0,Kept
APPL-00009828,2023-03-01,2023,Q1,March,Taiwan,Asia,Chiayi,Mac Pro (M2 Ultra),Mac,2 TB SSD,Midnight,7483.31,0,1,7483.31,7483.31,TWD,31.8,237969.26,Carrier Store,Cash,Education,55+,,3.1,Kept
APPL-00010092,2022-02-25,2022,Q1,February,Thailand,Asia,Chiang Mai,iPad (10th Generation),iPad,128 GB,Purple,438.27,3,1,425.12,425.12,THB,35.2,14964.22,Carrier Store,Debit Card,Education,45–54,,3.7,Kept
APPL-00009990,2022-12-22,2022,Q4,December,Taiwan,Asia,Tainan,AirPods Pro (2nd Gen),AirPods,,Midnight,237.73,7,1,221.09,221.09,TWD,31.8,7030.66,Online (Apple.com),Credit Card,Education,45–54,,,Kept
APPL-00007340,2023-06-05,2023,Q2,June,Philippines,Asia,Zamboanga,iMac 24-inch (M3),Mac,2 TB SSD,Starlight,1371.73,10,2,1234.56,2469.12,PHP,56.5,139505.28,Online (Apple.com),Gift Card,Business,18–24,,4.6,Kept
APPL-00009905,2022-07-20,2022,Q3,July,Taiwan,Asia,Keelung,iPhone 13 Pro,iPhone,256 GB,Green,945.42,5,1,898.15,898.15,TWD,31.8,28561.17,Carrier Store,Debit Card,Individual,25–34,iOS 17,3.8,Kept
APPL-00011364,2024-12-21,2024,Q4,December,Vietnam,Asia,Da Nang,MacBook Air 13-inch (M2),Mac,256 GB SSD,Gold,1071.65,0,2,1071.65,2143.3,VND,24500.0,52510850.0,Online (Apple.com),Cash,Business,45–54,,,Kept
APPL-00007185,2022-07-06,2022,Q3,July,Philippines,Asia,Cebu City,HomePod (2nd Gen),Accessories,,Silver,301.13,0,2,301.13,602.26,PHP,56.5,34027.69,Carrier Store,Apple Pay,Government,55+,,,Kept
APPL-00000886,2023-08-11,2023,Q3,August,Bangladesh,Asia,Mymensingh,iPhone 15,iPhone,1 TB,Green,744.89,0,2,744.89,1489.78,BDT,110.0,163875.8,Carrier Store,Net Banking,Individual,45–54,New User,3.6,Kept
APPL-00004295,2023-04-01,2023,Q2,April,Indonesia,Asia,Palembang,Magic Keyboard,Accessories,,Silver,95.88,7,1,89.17,89.17,IDR,15700.0,1399969.0,Authorized Reseller,Net Banking,Government,18–24,,4.4,Kept
APPL-00008357,2022-03-22,2022,Q1,March,Singapore,Asia,Singapore,iPhone SE (3rd Gen),iPhone,64 GB,Natural Titanium,442.04,5,3,419.94,1259.82,SGD,1.34,1688.16,Third-Party Retailer,Net Banking,Business,45–54,New User,3.4,Returned
APPL-00011317,2022-01-14,2022,Q1,January,Vietnam,Asia,Can Tho,MagSafe Charger,Accessories,,Black,37.81,0,1,37.81,37.81,VND,24500.0,926345.0,Authorized Reseller,Debit Card,Individual,25–34,,4.2,Kept
APPL-00011387,2024-06-13,2024,Q2,June,Vietnam,Asia,Haiphong,iPhone 15,iPhone,128 GB,White Titanium,756.47,0,1,756.47,756.47,VND,24500.0,18533515.0,Carrier Store,Net Banking,Education,35–44,Android,,Kept
APPL-00011334,2024-03-07,2024,Q1,March,Vietnam,Asia,Can Tho,Apple Watch Series 8,Apple Watch,,Natural,295.63,0,1,295.63,295.63,VND,24500.0,7242935.0,Corporate / B2B,Apple Pay,Government,35–44,,,Kept
APPL-00001644,2022-02-16,2022,Q1,February,Canada,North America,Toronto,iPad Pro 11-inch (M2),iPad,512 GB,Blue,804.74,0,8,804.74,6437.92,CAD,1.36,8755.57,Third-Party Retailer,EMI / Installment,Individual,55+,,3.6,Kept
APPL-00001708,2024-02-22,2024,Q1,February,Canada,North America,Winnipeg,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Space Gray,2681.11,0,1,2681.11,2681.11,CAD,1.36,3646.31,Carrier Store,EMI / Installment,Education,25–34,,,Kept
APPL-00001487,2022-04-25,2022,Q2,April,Canada,North America,Halifax,HomePod mini,Accessories,,Space Gray,101.75,15,2,86.49,172.98,CAD,1.36,235.25,Carrier Store,Cash,Individual,35–44,,4.4,Kept
APPL-00005838,2022-06-13,2022,Q2,June,Mexico,North America,Querétaro,iPad (10th Generation),iPad,256 GB,Blue,417.97,3,1,405.43,405.43,MXN,17.15,6953.12,Third-Party Retailer,Debit Card,Government,18–24,,3.1,Kept
APPL-00011105,2022-07-31,2022,Q3,July,United States,North America,Dallas,HomePod (2nd Gen),Accessories,,Space Gray,298.56,7,1,277.66,277.66,USD,1.0,277.66,Authorized Reseller,Net Banking,Individual,35–44,,4.8,Kept
APPL-00005794,2023-03-04,2023,Q1,March,Mexico,North America,Mérida,Mac Pro (M2 Ultra),Mac,1 TB SSD,Midnight,6534.4,0,1,6534.4,6534.4,MXN,17.15,112064.96,Online (Apple.com),Apple Pay,Business,45–54,,3.0,Kept
APPL-00011181,2022-05-22,2022,Q2,May,United States,North America,Memphis,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Starlight,2130.54,0,1,2130.54,2130.54,USD,1.0,2130.54,Third-Party Retailer,Credit Card,Individual,55+,,4.0,Kept
APPL-00001566,2024-08-14,2024,Q3,August,Canada,North America,Montreal,MacBook Air 15-inch (M2),Mac,256 GB SSD,Gold,1294.96,3,1,1256.11,1256.11,CAD,1.36,1708.31,Authorized Reseller,Net Banking,Government,45–54,,3.9,Kept
APPL-00011134,2023-04-17,2023,Q2,April,United States,North America,Houston,Magic Trackpad,Accessories,,Space Gray,127.24,2,2,124.7,249.4,USD,1.0,249.4,Carrier Store,Debit Card,Business,45–54,,,Kept
APPL-00001557,2023-05-12,2023,Q2,May,Canada,North America,Montreal,iPad Pro 12.9-inch (M2),iPad,1 TB,Blue,1155.62,15,2,982.28,1964.56,CAD,1.36,2671.8,Apple Store,Gift Card,Government,55+,,4.3,Kept
APPL-00001514,2024-03-22,2024,Q1,March,Canada,North America,Hamilton,Mac Pro (M2 Ultra),Mac,2 TB SSD,Silver,6594.3,0,2,6594.3,13188.6,CAD,1.36,17936.5,Carrier Store,EMI / Installment,Business,55+,,3.1,Kept
APPL-00005895,2022-06-14,2022,Q2,June,Mexico,North America,Zapopan,iPad (10th Generation),iPad,128 GB,Starlight,417.73,0,6,417.73,2506.38,MXN,17.15,42984.42,Online (Apple.com),Apple Pay,Education,35–44,,3.2,Kept
APPL-00005708,2022-08-14,2022,Q3,August,Mexico,North America,León,Apple TV 4K (3rd Gen),Accessories,,White,125.77,10,2,113.19,226.38,MXN,17.15,3882.42,Online (Apple.com),Gift Card,Individual,45–54,,5.0,Kept
APPL-00005688,2022-11-29,2022,Q4,November,Mexico,North America,Guadalajara,iPhone 13 Pro Max,iPhone,256 GB,Deep Purple,1016.35,0,1,1016.35,1016.35,MXN,17.15,17430.4,Third-Party Retailer,Apple Pay,Individual,18–24,iOS 17,,Kept
APPL-00011172,2024-01-16,2024,Q1,January,United States,North America,Louisville,Magic Keyboard,Accessories,,Black,91.92,3,1,89.16,89.16,USD,1.0,89.16,Apple Store,Net Banking,Education,18–24,,4.9,Exchanged
APPL-00001663,2022-08-13,2022,Q3,August,Canada,North America,Vancouver,iPhone 14,iPhone,128 GB,Product Red,808.33,0,2,808.33,1616.66,CAD,1.36,2198.66,Apple Store,Credit Card,Individual,18–24,iOS 16,3.9,Kept
APPL-00001712,2024-11-15,2024,Q4,November,Canada,North America,Winnipeg,Apple Pencil (1st Gen),Accessories,,Space Gray,106.61,0,1,106.61,106.61,CAD,1.36,144.99,Carrier Store,Credit Card,Business,35–44,,4.5,Kept
APPL-00005681,2024-07-07,2024,Q3,July,Mexico,North America,Ciudad Juárez,Apple Watch Series 9,Apple Watch,,Product Red,422.6,3,1,409.92,409.92,MXN,17.15,7030.13,Apple Store,Debit Card,Government,55+,,,Exchanged
APPL-00005814,2024-09-13,2024,Q3,September,Mexico,North America,Mérida,Apple Watch Series 9,Apple Watch,,Natural,371.63,0,2,371.63,743.26,MXN,17.15,12746.91,Corporate / B2B,Credit Card,Individual,25–34,,4.0,Kept
APPL-00011092,2023-07-18,2023,Q3,July,United States,North America,Columbus,Mac mini (M2),Mac,512 GB SSD,Gold,579.77,10,2,521.79,1043.58,USD,1.0,1043.58,Apple Store,Apple Pay,Government,45–54,,3.0,Returned
APPL-00005746,2023-11-11,2023,Q4,November,Mexico,North America,Mexico City,AirPods (3rd Gen),AirPods,,Starlight,167.04,5,1,158.69,158.69,MXN,17.15,2721.53,Online (Apple.com),EMI / Installment,Education,35–44,,,Kept
APPL-00011094,2023-10-14,2023,Q4,October,United States,North America,Columbus,Apple Pencil (2nd Gen),Accessories,,Silver,128.84,3,1,124.97,124.97,USD,1.0,124.97,Apple Store,Net Banking,Individual,55+,,3.7,Kept
APPL-00011194,2022-06-07,2022,Q2,June,United States,North America,Nashville,iPad (10th Generation),iPad,512 GB,Purple,448.72,7,1,417.31,417.31,USD,1.0,417.31,Online (Apple.com),Apple Pay,Business,35–44,,4.8,Kept
APPL-00005868,2023-01-21,2023,Q1,January,Mexico,North America,Tijuana,iPhone 14 Plus,iPhone,64 GB,Yellow,966.06,0,2,966.06,1932.12,MXN,17.15,33135.86,Online (Apple.com),Net Banking,Business,25–34,Android,4.3,Kept
APPL-00005839,2022-08-10,2022,Q3,August,Mexico,North America,Querétaro,Apple Watch Ultra 2,Apple Watch,,Starlight,792.9,10,6,713.61,4281.66,MXN,17.15,73430.47,Carrier Store,Apple Pay,Government,55+,,,Kept
APPL-00005883,2024-04-22,2024,Q2,April,Mexico,North America,Tijuana,Mac Pro (M2 Ultra),Mac,256 GB SSD,Starlight,6862.68,0,2,6862.68,13725.36,MXN,17.15,235389.92,Authorized Reseller,EMI / Installment,Business,55+,,3.2,Returned
APPL-00011133,2023-01-15,2023,Q1,January,United States,North America,Houston,iPad Pro 11-inch (M2),iPad,256 GB,Purple,831.15,15,1,706.48,706.48,USD,1.0,706.48,Carrier Store,Credit Card,Government,35–44,,,Kept
APPL-00005721,2023-10-03,2023,Q4,October,Mexico,North America,León,Apple Pencil (1st Gen),Accessories,,Silver,95.64,0,2,95.64,191.28,MXN,17.15,3280.45,Apple Store,Apple Pay,Government,55+,,,Kept
APPL-00005835,2022-03-27,2022,Q1,March,Mexico,North America,Querétaro,HomePod (2nd Gen),Accessories,,White,311.44,5,2,295.87,591.74,MXN,17.15,10148.34,Corporate / B2B,Gift Card,Business,35–44,,3.1,Kept
APPL-00011078,2023-10-06,2023,Q4,October,United States,North America,Charlotte,Apple Watch Series 9,Apple Watch,,Product Red,424.03,7,2,394.35,788.7,USD,1.0,788.7,Corporate / B2B,EMI / Installment,Government,55+,,4.7,Kept
APPL-00005813,2024-09-12,2024,Q3,September,Mexico,North America,Mérida,MagSafe Charger,Accessories,,Silver,35.97,0,1,35.97,35.97,MXN,17.15,616.89,Carrier Store,Cash,Business,55+,,3.9,Kept
APPL-00011086,2023-07-18,2023,Q3,July,United States,North America,Chicago,Apple Watch Series 9,Apple Watch,,Starlight,399.53,0,6,399.53,2397.18,USD,1.0,2397.18,Carrier Store,Apple Pay,Education,18–24,,3.3,Kept
APPL-00001525,2023-11-16,2023,Q4,November,Canada,North America,Kitchener,MagSafe Charger,Accessories,,Silver,38.59,5,1,36.66,36.66,CAD,1.36,49.86,Corporate / B2B,Credit Card,Government,18–24,,4.3,Kept
APPL-00005869,2023-01-23,2023,Q1,January,Mexico,North America,Tijuana,iPad (10th Generation),iPad,64 GB,Starlight,416.84,0,2,416.84,833.68,MXN,17.15,14297.61,Carrier Store,Apple Pay,Education,18–24,,,Kept
APPL-00001479,2024-01-05,2024,Q1,January,Canada,North America,Edmonton,MagSafe Charger,Accessories,,White,41.81,0,1,41.81,41.81,CAD,1.36,56.86,Carrier Store,Credit Card,Education,55+,,3.7,Kept
APPL-00005712,2022-11-21,2022,Q4,November,Mexico,North America,León,Magic Mouse,Accessories,,Black,79.94,0,1,79.94,79.94,MXN,17.15,1370.97,Third-Party Retailer,Credit Card,Government,55+,,4.0,Kept
APPL-00005683,2024-09-04,2024,Q3,September,Mexico,North America,Ciudad Juárez,iPad Pro 12.9-inch (M2),iPad,256 GB,Gold,1167.4,10,1,1050.66,1050.66,MXN,17.15,18018.82,Corporate / B2B,Credit Card,Education,45–54,,,Kept
APPL-00011258,2022-10-16,2022,Q4,October,United States,North America,San Jose,MacBook Air 15-inch (M2),Mac,2 TB SSD,Gold,1312.22,5,1,1246.61,1246.61,USD,1.0,1246.61,Carrier Store,Gift Card,Business,25–34,,3.0,Kept
APPL-00011190,2024-06-30,2024,Q2,June,United States,North America,Memphis,Magic Trackpad,Accessories,,White,122.82,3,4,119.14,476.56,USD,1.0,476.56,Authorized Reseller,Credit Card,Individual,25–34,,3.9,Kept
APPL-00001675,2024-03-26,2024,Q1,March,Canada,North America,Vancouver,Apple Watch Series 8,Apple Watch,,Yellow,301.48,0,1,301.48,301.48,CAD,1.36,410.01,Carrier Store,Net Banking,Government,35–44,,3.7,Kept
APPL-00005731,2024-07-24,2024,Q3,July,Mexico,North America,León,MacBook Pro 16-inch (M3 Pro),Mac,2 TB SSD,Midnight,2473.73,7,2,2300.57,4601.14,MXN,17.15,78909.55,Apple Store,EMI / Installment,Government,45–54,,,Kept
APPL-00001679,2024-08-22,2024,Q3,August,Canada,North America,Vancouver,iPad (10th Generation),iPad,64 GB,Starlight,425.44,2,2,416.93,833.86,CAD,1.36,1134.05,Online (Apple.com),Net Banking,Education,45–54,,3.3,Kept
APPL-00005758,2022-08-14,2022,Q3,August,Mexico,North America,Monterrey,MacBook Air 15-inch (M2),Mac,512 GB SSD,Starlight,1352.11,10,1,1216.9,1216.9,MXN,17.15,20869.83,Authorized Reseller,Apple Pay,Education,18–24,,3.4,Kept
APPL-00011266,2022-10-07,2022,Q4,October,United States,North America,Seattle,iPhone 13 Pro,iPhone,1 TB,Starlight,913.26,10,1,821.93,821.93,USD,1.0,821.93,Online (Apple.com),Debit Card,Education,45–54,Other,5.0,Kept
APPL-00005785,2022-05-21,2022,Q2,May,Mexico,North America,Mérida,iPhone 14 Pro Max,iPhone,128 GB,Product Red,1014.53,0,1,1014.53,1014.53,MXN,17.15,17399.19,Third-Party Retailer,EMI / Installment,Business,25–34,iOS 17,3.1,Kept
APPL-00001526,2024-01-11,2024,Q1,January,Canada,North America,Kitchener,Mac Pro (M2 Ultra),Mac,512 GB SSD,Gold,7122.53,0,1,7122.53,7122.53,CAD,1.36,9686.64,Apple Store,Debit Card,Business,55+,,4.5,Kept
APPL-00001515,2024-04-24,2024,Q2,April,Canada,North America,Hamilton,HomePod (2nd Gen),Accessories,,Black,299.83,0,3,299.83,899.49,CAD,1.36,1223.31,Authorized Reseller,Apple Pay,Education,45–54,,4.2,Returned
APPL-00011239,2024-10-09,2024,Q4,October,United States,North America,Portland,MacBook Air 15-inch (M2),Mac,1 TB SSD,Silver,1306.14,0,1,1306.14,1306.14,USD,1.0,1306.14,Third-Party Retailer,Net Banking,Education,18–24,,4.3,Kept
APPL-00005664,2023-05-09,2023,Q2,May,Mexico,North America,Ciudad Juárez,iPhone 14 Pro,iPhone,256 GB,Starlight,887.89,7,5,825.74,4128.7,MXN,17.15,70807.2,Carrier Store,Cash,Education,18–24,iOS 17,3.8,Kept
APPL-00005914,2024-06-08,2024,Q2,June,Mexico,North America,Zapopan,iMac 24-inch (M3),Mac,2 TB SSD,Midnight,1267.8,3,1,1229.77,1229.77,MXN,17.15,21090.56,Authorized Reseller,Credit Card,Government,55+,,3.4,Kept
APPL-00011250,2022-06-30,2022,Q2,June,United States,North America,San Francisco,iPhone 13 Pro Max,iPhone,64 GB,Silver,1121.37,0,1,1121.37,1121.37,USD,1.0,1121.37,Online (Apple.com),Debit Card,Individual,55+,iOS 15,4.7,Exchanged
APPL-00011220,2024-06-07,2024,Q2,June,United States,North America,Philadelphia,iPhone 15,iPhone,1 TB,White Titanium,774.81,0,2,774.81,1549.62,USD,1.0,1549.62,Third-Party Retailer,Cash,Education,18–24,Android,4.9,Kept
APPL-00005750,2024-02-20,2024,Q1,February,Mexico,North America,Mexico City,iPad (10th Generation),iPad,256 GB,Blue,447.29,2,2,438.34,876.68,MXN,17.15,15035.06,Carrier Store,Net Banking,Education,25–34,,3.6,Returned
APPL-00001660,2022-06-08,2022,Q2,June,Canada,North America,Vancouver,Apple Pencil (2nd Gen),Accessories,,Silver,126.38,0,1,126.38,126.38,CAD,1.36,171.88,Apple Store,Net Banking,Government,25–34,,3.6,Kept
APPL-00005798,2023-07-19,2023,Q3,July,Mexico,North America,Mérida,AirPods (3rd Gen),AirPods,,Starlight,178.23,0,2,178.23,356.46,MXN,17.15,6113.29,Carrier Store,Apple Pay,Education,18–24,,5.0,Kept
APPL-00011127,2023-09-16,2023,Q3,September,United States,North America,Fort Worth,iPhone 14,iPhone,256 GB,Product Red,860.18,0,3,860.18,2580.54,USD,1.0,2580.54,Online (Apple.com),Credit Card,Business,55+,iOS 15,,Kept
APPL-00001532,2022-09-15,2022,Q3,September,Canada,North America,London,iPhone 14 Plus,iPhone,64 GB,Starlight,892.09,7,1,829.64,829.64,CAD,1.36,1128.31,Third-Party Retailer,Cash,Individual,45–54,iOS 16,,Kept
APPL-00001502,2022-07-29,2022,Q3,July,Canada,North America,Hamilton,MagSafe Charger,Accessories,,Black,38.52,7,1,35.82,35.82,CAD,1.36,48.72,Carrier Store,Debit Card,Education,25–34,,4.3,Kept
APPL-00005722,2023-10-26,2023,Q4,October,Mexico,North America,León,iPad (10th Generation),iPad,64 GB,Silver,471.36,2,2,461.93,923.86,MXN,17.15,15844.2,Carrier Store,Debit Card,Education,45–54,,,Kept
APPL-00011224,2024-10-29,2024,Q4,October,United States,North America,Philadelphia,Magic Trackpad,Accessories,,Silver,122.0,0,1,122.0,122.0,USD,1.0,122.0,Authorized Reseller,Net Banking,Government,45–54,,,Kept
APPL-00011079,2024-01-04,2024,Q1,January,United States,North America,Charlotte,Mac mini (M2),Mac,2 TB SSD,Gold,617.94,0,2,617.94,1235.88,USD,1.0,1235.88,Corporate / B2B,Apple Pay,Business,55+,,4.6,Kept
APPL-00011228,2023-01-23,2023,Q1,January,United States,North America,Phoenix,iPhone 14 Plus,iPhone,1 TB,White Titanium,925.04,0,1,925.04,925.04,USD,1.0,925.04,Corporate / B2B,Net Banking,Government,55+,iOS 16,3.1,Kept
APPL-00002774,2024-06-15,2024,Q2,June,Egypt,Africa,Giza,Magic Trackpad,Accessories,,Silver,132.14,15,3,112.32,336.96,EGP,30.9,10412.06,Corporate / B2B,Net Banking,Government,55+,,3.5,Kept
APPL-00005174,2024-06-29,2024,Q2,June,Kenya,Africa,Eldoret,iPad (10th Generation),iPad,1 TB,Gold,436.83,5,2,414.99,829.98,KES,129.0,107067.42,Third-Party Retailer,Credit Card,Business,25–34,,3.1,Returned
APPL-00008673,2024-08-31,2024,Q3,August,South Africa,Africa,East London,MacBook Air 13-inch (M2),Mac,512 GB SSD,Space Gray,1165.77,0,2,1165.77,2331.54,ZAR,18.9,44066.11,Carrier Store,Net Banking,Government,25–34,,3.2,Kept
APPL-00002701,2022-11-05,2022,Q4,November,Egypt,Africa,Asyut,HomePod (2nd Gen),Accessories,,Silver,297.68,15,2,253.03,506.06,EGP,30.9,15637.25,Online (Apple.com),Net Banking,Individual,55+,,,Exchanged
APPL-00002708,2023-11-01,2023,Q4,November,Egypt,Africa,Asyut,iPhone 14,iPhone,64 GB,Natural Titanium,794.6,0,2,794.6,1589.2,EGP,30.9,49106.28,Apple Store,Cash,Individual,25–34,New User,3.5,Kept
APPL-00005189,2022-08-11,2022,Q3,August,Kenya,Africa,Kisumu,Apple Pencil (2nd Gen),Accessories,,Black,138.44,15,1,117.67,117.67,KES,129.0,15179.43,Online (Apple.com),Debit Card,Business,18–24,,3.6,Kept
APPL-00006502,2023-03-03,2023,Q1,March,Nigeria,Africa,Ibadan,Apple Watch Series 9,Apple Watch,,Titanium,381.7,3,1,370.25,370.25,NGN,1550.0,573887.5,Online (Apple.com),Net Banking,Education,18–24,,4.0,Kept
APPL-00005168,2023-08-26,2023,Q3,August,Kenya,Africa,Eldoret,iPhone 15 Plus,iPhone,128 GB,Black,877.0,0,2,877.0,1754.0,KES,129.0,226266.0,Online (Apple.com),Net Banking,Education,25–34,New User,3.2,Kept
APPL-00005240,2024-10-26,2024,Q4,October,Kenya,Africa,Kitale,iPad Pro 12.9-inch (M2),iPad,1 TB,Gold,1153.77,15,1,980.7,980.7,KES,129.0,126510.3,Authorized Reseller,EMI / Installment,Business,45–54,,4.9,Kept
APPL-00005232,2024-04-27,2024,Q2,April,Kenya,Africa,Kitale,HomePod (2nd Gen),Accessories,,Silver,319.47,0,3,319.47,958.41,KES,129.0,123634.89,Third-Party Retailer,Net Banking,Individual,25–34,,3.7,Returned
APPL-00005331,2023-11-24,2023,Q4,November,Kenya,Africa,Nairobi,Apple Watch SE (2nd Gen),Apple Watch,,Titanium,230.18,15,1,195.65,195.65,KES,129.0,25238.85,Third-Party Retailer,Debit Card,Government,18–24,,,Kept
APPL-00005376,2022-12-10,2022,Q4,December,Kenya,Africa,Thika,HomePod mini,Accessories,,Silver,100.16,10,1,90.14,90.14,KES,129.0,11628.06,Corporate / B2B,Cash,Individual,45–54,,4.1,Kept
APPL-00005195,2023-10-27,2023,Q4,October,Kenya,Africa,Kisumu,iPhone 14 Plus,iPhone,128 GB,Black,873.01,15,1,742.06,742.06,KES,129.0,95725.74,Carrier Store,Cash,Business,45–54,iOS 15,,Exchanged
APPL-00008756,2023-12-24,2023,Q4,December,South Africa,Africa,Pretoria,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Midnight,2408.84,2,2,2360.66,4721.32,ZAR,18.9,89232.95,Online (Apple.com),EMI / Installment,Business,35–44,,3.7,Returned
APPL-00008731,2023-12-29,2023,Q4,December,South Africa,Africa,Port Elizabeth,iPhone 14 Pro,iPhone,64 GB,White Titanium,830.76,5,2,789.22,1578.44,ZAR,18.9,29832.52,Corporate / B2B,Gift Card,Education,55+,Other,4.9,Exchanged
APPL-00006572,2024-04-25,2024,Q2,April,Nigeria,Africa,Kano,MacBook Air 15-inch (M2),Mac,2 TB SSD,Space Gray,1338.59,3,2,1298.43,2596.86,NGN,1550.0,4025133.0,Corporate / B2B,Debit Card,Business,55+,,4.3,Kept
APPL-00006472,2023-04-22,2023,Q2,April,Nigeria,Africa,Enugu,USB-C Woven Charge Cable,Accessories,,Space Gray,27.27,0,1,27.27,27.27,NGN,1550.0,42268.5,Third-Party Retailer,Net Banking,Individual,18–24,,3.6,Kept
APPL-00006433,2023-03-30,2023,Q1,March,Nigeria,Africa,Abuja,iPhone 14,iPhone,1 TB,Midnight,819.92,0,2,819.92,1639.84,NGN,1550.0,2541752.0,Online (Apple.com),Gift Card,Individual,45–54,iOS 17,3.6,Kept
APPL-00005390,2023-12-07,2023,Q4,December,Kenya,Africa,Thika,MacBook Air 15-inch (M2),Mac,1 TB SSD,Space Gray,1385.25,2,2,1357.55,2715.1,KES,129.0,350247.9,Third-Party Retailer,Gift Card,Education,25–34,,4.5,Kept
APPL-00005243,2022-01-24,2022,Q1,January,Kenya,Africa,Malindi,Apple Pencil (1st Gen),Accessories,,Black,97.05,2,2,95.11,190.22,KES,129.0,24538.38,Online (Apple.com),Gift Card,Education,18–24,,3.6,Kept
APPL-00008711,2024-11-21,2024,Q4,November,South Africa,Africa,Johannesburg,iPad (10th Generation),iPad,256 GB,Purple,464.34,0,1,464.34,464.34,ZAR,18.9,8776.03,Apple Store,Apple Pay,Education,25–34,,,Exchanged
APPL-00008633,2023-02-22,2023,Q1,February,South Africa,Africa,Durban,iPad Pro 11-inch (M2),iPad,128 GB,Starlight,836.62,0,3,836.62,2509.86,ZAR,18.9,47436.35,Authorized Reseller,Net Banking,Government,35–44,,,Kept
APPL-00008788,2024-02-12,2024,Q1,February,South Africa,Africa,Soweto,Apple Watch SE (2nd Gen),Apple Watch,,Starlight,247.53,0,1,247.53,247.53,ZAR,18.9,4678.32,Apple Store,Net Banking,Individual,45–54,,4.3,Kept
